State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
"Missouri","2024-09-14","6 Months","1.0","1.1752096114241828","1.198068370321522","Minimal","Limited Coverage"
"Missouri","2024-08-24","6 Months","1.0","1.2673298696842639","1.4930875899869722","Minimal","Limited Coverage"
"Missouri","2024-03-23","1 Year","1.0","2.505778880814403","4.335665750296272","Minimal","Limited Coverage"
"Missouri","2024-06-15","All Results","1.0","1.23456863855318","1.487243639501937","Minimal","Limited Coverage"
"Missouri","2024-12-07","6 Months","1.0","4.090956539461703","2.325148520305103","Minimal","Limited Coverage"
"Missouri","2024-08-10","6 Months","1.0","1.242919949297956","1.3904524906329354","Minimal","Limited Coverage"
"Missouri","2024-07-13","1 Year","1.0","1.250745200098183","1.6368389419806","Minimal","Limited Coverage"
"Missouri","2024-12-07","1 Year","1.0","4.090956539461703","2.325148520305103","Minimal","Limited Coverage"
"Missouri","2024-06-22","All Results","1.0","1.2143114686462066","1.3793337918689534","Minimal","Limited Coverage"
"Missouri","2024-11-30","6 Months","1.0","2.478119700017096","1.5963094208984185","Minimal","Limited Coverage"
"Missouri","2024-06-08","1 Year","1.0","1.3410467607374912","1.5845810801013371","Minimal","Limited Coverage"
"Missouri","2024-05-11","All Results","1.0","1.4518922057803278","2.1002763391694117","Minimal","Limited Coverage"
"Missouri","2024-12-14","1 Year","3.6746409145402206","5.4126318448278585","3.2683116658469733","Minimal","Limited Coverage"
"Missouri","2024-11-02","1 Year","1.0","1.2608820938434817","1.133240813790735","Minimal","Limited Coverage"
"Missouri","2024-08-24","1 Year","1.0","1.2673298696842639","1.4930875899869722","Minimal","Limited Coverage"
"Missouri","2024-12-14","6 Months","3.6746409145402206","5.4126318448278585","3.2683116658469733","Minimal","Limited Coverage"
"Missouri","2025-02-01","1 Year","129.40204335918312","8.267475906966219","6.232656693597956","Very High","Limited Coverage"
"Missouri","2025-01-25","All Results","2.1098781169382237","8.405897624569947","7.112978965441161","Minimal","Limited Coverage"
"Missouri","2024-08-10","1 Year","1.0","1.242919949297956","1.3904524906329354","Minimal","Limited Coverage"
"Missouri","2024-03-09","All Results","1.0","3.7738027810447625","4.633870352215409","Minimal","Limited Coverage"
"Missouri","2024-08-03","All Results","1.0","1.2117774856178687","1.563038455382725","Minimal","Limited Coverage"
"Missouri","2024-07-13","All Results","1.0","1.250745200098183","1.6368389419806","Minimal","Limited Coverage"
"Missouri","2024-08-31","6 Months","1.0","1.223386760856302","1.3287707930014014","Minimal","Limited Coverage"
"Missouri","2024-11-02","6 Months","1.0","1.2608820938434817","1.133240813790735","Minimal","Limited Coverage"
"Missouri","2024-03-02","1 Year","4.590818633919861","4.384293955863033","5.945083934332983","Low","Limited Coverage"
"Missouri","2024-11-30","1 Year","1.0","2.478119700017096","1.5963094208984185","Minimal","Limited Coverage"
"Missouri","2024-08-17","All Results","1.0","1.2125270826227872","1.3686580130707373","Minimal","Limited Coverage"
"Missouri","2024-03-16","All Results","2.17223762182984","3.146954807263977","4.705574303649894","Minimal","Limited Coverage"
"Missouri","2024-09-21","All Results","1.0","1.1277795181213868","1.1048076180247608","Minimal","Limited Coverage"
"Missouri","2024-11-30","All Results","1.0","2.478119700017096","1.5963094208984185","Minimal","Limited Coverage"
"Missouri","2024-12-28","All Results",,"6.471747131416667","2.7837851089382326","No Data",
"Missouri","2024-12-21","1 Year","11.32267545161669","6.456566512174676","5.133127810326975","Moderate","Limited Coverage"
"Missouri","2024-10-26","1 Year","1.0","1.1430410765010333","1.0642499648809962","Minimal","Limited Coverage"
"Missouri","2024-04-06","All Results","1.0","2.135933317118989","3.8519706627018344","Minimal","Limited Coverage"
"Missouri","2024-04-13","1 Year","1.0","1.8944334461402075","3.4179976709209585","Minimal","Limited Coverage"
"Missouri","2024-10-12","1 Year","1.0","1.1542211171229773","1.1011032708245587","Minimal","Limited Coverage"
"Missouri","2025-01-25","45 Days","2.1098781169382237","8.405897624569947","7.112978965441161","Minimal","Limited Coverage"
"Missouri","2024-07-06","All Results","1.0","1.207804023666502","1.4224337053132494","Minimal","Limited Coverage"
"Missouri","2024-03-09","1 Year","1.0","3.7738027810447625","4.633870352215409","Minimal","Limited Coverage"
"Missouri","2025-01-25","6 Months","2.1098781169382237","8.405897624569947","7.112978965441161","Minimal","Limited Coverage"
"Missouri","2024-06-22","1 Year","1.0","1.2143114686462066","1.3793337918689534","Minimal","Limited Coverage"
"Missouri","2024-09-07","1 Year","1.0","1.200549473508577","1.2076750226900754","Minimal","Limited Coverage"
"Missouri","2024-04-20","All Results","1.0","1.5652121545677726","2.373991878391307","Minimal","Limited Coverage"
"Missouri","2024-07-06","1 Year","1.0","1.207804023666502","1.4224337053132494","Minimal","Limited Coverage"
"Missouri","2024-07-20","All Results","1.0","1.246469827075243","2.2076339369289917","Minimal","Limited Coverage"
"Missouri","2024-08-31","All Results","1.0","1.223386760856302","1.3287707930014014","Minimal","Limited Coverage"
"Missouri","2025-01-18","All Results","32.291546060120275","8.984588455957956","6.98750641026157","Very High","Limited Coverage"
"Missouri","2024-06-29","1 Year","1.0","1.2772811286547057","1.6176320876143622","Minimal","Limited Coverage"
"Missouri","2024-08-31","1 Year","1.0","1.223386760856302","1.3287707930014014","Minimal","Limited Coverage"
"Missouri","2024-10-12","6 Months","1.0","1.1542211171229773","1.1011032708245587","Minimal","Limited Coverage"
"Missouri","2025-01-18","6 Months","32.291546060120275","8.984588455957956","6.98750641026157","Very High","Limited Coverage"
"Missouri","2024-12-28","1 Year",,"6.471747131416667","2.7837851089382326","No Data",
"Missouri","2025-02-01","All Results","129.40204335918312","8.267475906966219","6.232656693597956","Very High","Limited Coverage"
"Missouri","2024-10-19","1 Year","1.0","1.2548092298909328","1.1768399037637718","Minimal","Limited Coverage"
"Missouri","2024-05-04","All Results","1.0","1.4616134182268445","2.2960551998431393","Minimal","Limited Coverage"
"Missouri","2024-06-01","1 Year","1.0","1.2894717665960558","1.7764922537961314","Minimal","Limited Coverage"
"Missouri","2024-03-16","1 Year","2.17223762182984","3.146954807263977","4.705574303649894","Minimal","Limited Coverage"
"Missouri","2024-11-23","6 Months","1.0","2.3428102320469266","1.6749799076808276","Minimal","Limited Coverage"
"Missouri","2024-04-20","1 Year","1.0","1.5652121545677726","2.373991878391307","Minimal","Limited Coverage"
"Missouri","2024-10-05","1 Year","1.0","1.2359243011851502","1.3451871437274798","Minimal","Limited Coverage"
"Missouri","2024-09-28","All Results","1.0","1.2074778058326354","1.1885412273884093","Minimal","Limited Coverage"
"Missouri","2024-10-05","6 Months","1.0","1.2359243011851502","1.3451871437274798","Minimal","Limited Coverage"
"Missouri","2024-09-07","6 Months","1.0","1.200549473508577","1.2076750226900754","Minimal","Limited Coverage"
"Missouri","2024-12-21","All Results","11.32267545161669","6.456566512174676","5.133127810326975","Moderate","Limited Coverage"
"Missouri","2024-03-23","All Results","1.0","2.505778880814403","4.335665750296272","Minimal","Limited Coverage"
"Missouri","2025-02-01","6 Months","129.40204335918312","8.267475906966219","6.232656693597956","Very High","Limited Coverage"
"Missouri","2024-10-12","All Results","1.0","1.1542211171229773","1.1011032708245587","Minimal","Limited Coverage"
"Missouri","2024-08-17","6 Months","1.0","1.2125270826227872","1.3686580130707373","Minimal","Limited Coverage"
"Missouri","2024-08-10","All Results","1.0","1.242919949297956","1.3904524906329354","Minimal","Limited Coverage"
"Missouri","2024-09-21","1 Year","1.0","1.1277795181213868","1.1048076180247608","Minimal","Limited Coverage"
"Missouri","2024-11-23","1 Year","1.0","2.3428102320469266","1.6749799076808276","Minimal","Limited Coverage"
"Missouri","2024-06-15","1 Year","1.0","1.23456863855318","1.487243639501937","Minimal","Limited Coverage"
"Missouri","2024-12-21","6 Months","11.32267545161669","6.456566512174676","5.133127810326975","Moderate","Limited Coverage"
"Missouri","2024-05-25","1 Year","1.0","1.3446766387983387","1.6563248195199152","Minimal","Limited Coverage"
"Missouri","2025-02-01","45 Days","129.40204335918312","8.267475906966219","6.232656693597956","Very High","Limited Coverage"
"Missouri","2024-12-28","6 Months",,"6.471747131416667","2.7837851089382326","No Data",
"Missouri","2024-11-09","All Results","1.0","1.5231809717753952","1.3421761720586813","Minimal","Limited Coverage"
"Missouri","2025-01-11","1 Year","1.0","9.907209406863393","7.927303742395626","Minimal","Limited Coverage"
"Missouri","2024-03-30","1 Year","4.111077055350004","2.3242541613746592","4.085819657549112","Low","Limited Coverage"
"Missouri","2024-10-19","6 Months","1.0","1.2548092298909328","1.1768399037637718","Minimal","Limited Coverage"
"Missouri","2025-01-25","1 Year","2.1098781169382237","8.405897624569947","7.112978965441161","Minimal","Limited Coverage"
"Missouri","2024-04-13","All Results","1.0","1.8944334461402075","3.4179976709209585","Minimal","Limited Coverage"
"Missouri","2024-12-07","All Results","1.0","4.090956539461703","2.325148520305103","Minimal","Limited Coverage"
"Missouri","2025-01-18","45 Days","32.291546060120275","8.984588455957956","6.98750641026157","Very High","Limited Coverage"
"Missouri","2025-01-04","45 Days",,"10.114488564688504","9.220387645876025","No Data",
"Missouri","2024-04-06","1 Year","1.0","2.135933317118989","3.8519706627018344","Minimal","Limited Coverage"
"Missouri","2024-11-16","1 Year","1.0","1.9018599717541953","1.5537271940447268","Minimal","Limited Coverage"
"Missouri","2024-05-11","1 Year","1.0","1.4518922057803278","2.1002763391694117","Minimal","Limited Coverage"
"Missouri","2024-10-19","All Results","1.0","1.2548092298909328","1.1768399037637718","Minimal","Limited Coverage"
"Missouri","2024-08-03","1 Year","1.0","1.2117774856178687","1.563038455382725","Minimal","Limited Coverage"
"Missouri","2024-11-23","All Results","1.0","2.3428102320469266","1.6749799076808276","Minimal","Limited Coverage"
"Missouri","2024-12-28","45 Days",,"6.471747131416667","2.7837851089382326","No Data",
"Missouri","2025-01-04","1 Year",,"10.114488564688504","9.220387645876025","No Data",
"Missouri","2024-09-14","1 Year","1.0","1.1752096114241828","1.198068370321522","Minimal","Limited Coverage"
"Missouri","2025-01-11","6 Months","1.0","9.907209406863393","7.927303742395626","Minimal","Limited Coverage"
"Missouri","2024-05-25","All Results","1.0","1.3446766387983387","1.6563248195199152","Minimal","Limited Coverage"
"Missouri","2024-07-27","All Results","1.0","1.2356186457814795","1.5378905809638526","Minimal","Limited Coverage"
"Missouri","2024-09-07","All Results","1.0","1.200549473508577","1.2076750226900754","Minimal","Limited Coverage"
"Missouri","2024-08-24","All Results","1.0","1.2673298696842639","1.4930875899869722","Minimal","Limited Coverage"
"Missouri","2024-06-01","All Results","1.0","1.2894717665960558","1.7764922537961314","Minimal","Limited Coverage"
"Missouri","2025-01-04","All Results",,"10.114488564688504","9.220387645876025","No Data",
"Missouri","2024-05-18","All Results","1.0","1.3958032796591708","1.9314006270190065","Minimal","Limited Coverage"
"Missouri","2024-03-02","All Results","4.590818633919861","4.384293955863033","5.945083934332983","Low","Limited Coverage"
"Missouri","2024-05-18","1 Year","1.0","1.3958032796591708","1.9314006270190065","Minimal","Limited Coverage"
"Missouri","2024-04-27","All Results","1.0","1.4494715612057396","1.9286406648867056","Minimal","Limited Coverage"
"Missouri","2025-01-11","All Results","1.0","9.907209406863393","7.927303742395626","Minimal","Limited Coverage"
"Missouri","2024-11-09","6 Months","1.0","1.5231809717753952","1.3421761720586813","Minimal","Limited Coverage"
"Nebraska","2024-06-08","All Results","5.450300218659607","1.3410467607374912","1.5845810801013371","Low",
"Nebraska","2024-07-27","1 Year","5.836208125523124","1.2356186457814795","1.5378905809638526","Low",
"Nebraska","2024-10-26","All Results","5.1340397379890135","1.1430410765010333","1.0642499648809962","Low",
"Nebraska","2024-09-14","All Results","5.55173123597535","1.1752096114241828","1.198068370321522","Low",
"Nebraska","2024-01-13","All Results","9.388885889162134","11.50486881812913","13.099321152660078","Moderate",
"Nebraska","2023-09-30","All Results","1.0512884716376283","2.0184613831575335","1.5748913858019848","Minimal",
"Nebraska","2024-06-29","All Results","5.938765080310214","1.2772811286547057","1.6176320876143622","Low",
"Nebraska","2024-07-20","1 Year","5.734682355325726","1.246469827075243","2.2076339369289917","Low",
"Nebraska","2024-12-21","45 Days","5.365830823068196","6.456566512174676","5.133127810326975","Low",
"Nebraska","2024-11-02","All Results","5.19436282540792","1.2608820938434817","1.133240813790735","Low",
"Nebraska","2024-02-17","1 Year","7.37759453258292","5.703167230339917","6.238481387511079","Low",
"Nebraska","2025-01-11","45 Days","18.889663150112433","9.907209406863393","7.927303742395626","High",
"Nebraska","2024-09-28","6 Months","5.4053653152464936","1.2074778058326354","1.1885412273884093","Low",
"Nebraska","2023-09-02","All Results","8.69138564392721","1.401598458230465","1.2652765331061808","Moderate",
"Nebraska","2024-12-14","All Results","3.467553844798841","5.4126318448278585","3.2683116658469733","Minimal",
"Nebraska","2024-11-16","All Results","5.440168353914502","1.9018599717541953","1.5537271940447268","Low",
"Nebraska","2024-03-30","All Results","9.879987828700198","2.3242541613746592","4.085819657549112","Moderate",
"Nebraska","2025-01-04","6 Months","10.99547838102777","10.114488564688504","9.220387645876025","Moderate",
"Nebraska","2024-09-21","6 Months","5.431971067024698","1.1277795181213868","1.1048076180247608","Low",
"Nebraska","2024-08-17","1 Year","5.4887126994818","1.2125270826227872","1.3686580130707373","Low",
"Nebraska","2023-09-09","All Results","1.0557098411919845","1.5324862841893818","1.1785232639846726","Minimal",
"Nebraska","2024-09-28","1 Year","5.4053653152464936","1.2074778058326354","1.1885412273884093","Low",
"Nebraska","2023-09-16","All Results","1.1726278463930528","1.5393654452144425","1.3099095738820419","Minimal",
"Nebraska","2024-11-09","1 Year","5.395677263725375","1.5231809717753952","1.3421761720586813","Low",
"Nebraska","2024-02-10","All Results","6.771090434487139","6.450413067500842","6.898218332961408","Low",
"Nebraska","2024-11-16","6 Months","5.440168353914502","1.9018599717541953","1.5537271940447268","Low",
"Nebraska","2024-10-26","6 Months","5.1340397379890135","1.1430410765010333","1.0642499648809962","Low",
"Nebraska","2024-05-04","1 Year","6.157877970755445","1.4616134182268445","2.2960551998431393","Low",
"Nebraska","2024-10-05","All Results","5.214455668388837","1.2359243011851502","1.3451871437274798","Low",
"Nebraska","2025-01-18","1 Year","11.3252569126382","8.984588455957956","6.98750641026157","Moderate",
"Nebraska","2024-04-27","1 Year","5.287314909798106","1.4494715612057396","1.9286406648867056","Low",
"Nebraska","2024-02-03","1 Year","6.711232321327491","6.868853057067891","7.189578889714162","Low",
"Nebraska","2024-09-14","6 Months","5.55173123597535","1.1752096114241828","1.198068370321522","Low",
"Nebraska","2024-08-24","6 Months","5.318413123261469","1.2673298696842639","1.4930875899869722","Low",
"Nebraska","2023-12-09","All Results","1.0363712057127796","11.113319727711545","9.586562611953678","Minimal",
"Nebraska","2024-03-23","1 Year","8.581005571227658","2.505778880814403","4.335665750296272","Moderate",
"Nebraska","2024-06-15","All Results","5.356522707412394","1.23456863855318","1.487243639501937","Low",
"Nebraska","2024-12-07","6 Months","4.305366704298955","4.090956539461703","2.325148520305103","Low",
"Nebraska","2024-08-10","6 Months","5.4522750443803725","1.242919949297956","1.3904524906329354","Low",
"Nebraska","2024-02-24","1 Year","8.183912443204408","5.004470772824632","6.311302730917349","Moderate",
"Nebraska","2024-07-13","1 Year","5.835370514890778","1.250745200098183","1.6368389419806","Low",
"Nebraska","2024-01-27","All Results","5.8619257202751545","7.68045857683833","8.102666124114052","Low",
"Nebraska","2024-12-07","1 Year","4.305366704298955","4.090956539461703","2.325148520305103","Low",
"Nebraska","2023-08-26","All Results","4.371964203664035","1.659814819640174","1.5177178231843147","Low",
"Nebraska","2024-06-22","All Results","5.639590063409544","1.2143114686462066","1.3793337918689534","Low",
"Nebraska","2024-11-30","6 Months","5.203465272294213","2.478119700017096","1.5963094208984185","Low",
"Nebraska","2024-06-08","1 Year","5.450300218659607","1.3410467607374912","1.5845810801013371","Low",
"Nebraska","2024-05-11","All Results","5.58576622251475","1.4518922057803278","2.1002763391694117","Low",
"Nebraska","2024-12-14","1 Year","3.467553844798841","5.4126318448278585","3.2683116658469733","Minimal",
"Nebraska","2024-11-02","1 Year","5.19436282540792","1.2608820938434817","1.133240813790735","Low",
"Nebraska","2024-08-24","1 Year","5.318413123261469","1.2673298696842639","1.4930875899869722","Low",
"Nebraska","2024-12-14","6 Months","3.467553844798841","5.4126318448278585","3.2683116658469733","Minimal",
"Nebraska","2025-02-01","1 Year","15.708043283394378","8.267475906966219","6.232656693597956","High",
"Nebraska","2025-01-25","All Results","11.814152632658846","8.405897624569947","7.112978965441161","Moderate",
"Nebraska","2023-12-23","All Results","8.222902698537307","11.173172302378303","9.679127265062007","Moderate",
"Nebraska","2024-08-10","1 Year","5.4522750443803725","1.242919949297956","1.3904524906329354","Low",
"Nebraska","2024-02-24","All Results","8.183912443204408","5.004470772824632","6.311302730917349","Moderate",
"Nebraska","2024-03-09","All Results","8.447813542438151","3.7738027810447625","4.633870352215409","Moderate",
"Nebraska","2024-08-03","All Results","5.730021474361421","1.2117774856178687","1.563038455382725","Low",
"Nebraska","2024-07-13","All Results","5.835370514890778","1.250745200098183","1.6368389419806","Low",
"Nebraska","2024-01-20","All Results","6.078953229977484","8.578529805840017","8.860613667727522","Low",
"Nebraska","2024-08-31","6 Months","5.627755289938323","1.223386760856302","1.3287707930014014","Low",
"Nebraska","2023-11-18","All Results","1.0074511778556026","7.556434716750641","4.832341924846656","Minimal",
"Nebraska","2024-11-02","6 Months","5.19436282540792","1.2608820938434817","1.133240813790735","Low",
"Nebraska","2024-03-02","1 Year","9.921520076033229","4.384293955863033","5.945083934332983","Moderate",
"Nebraska","2024-11-30","1 Year","5.203465272294213","2.478119700017096","1.5963094208984185","Low",
"Nebraska","2023-11-04","All Results","1.033740217099083","3.587764253859945","2.6490358984591245","Minimal",
"Nebraska","2024-08-17","All Results","5.4887126994818","1.2125270826227872","1.3686580130707373","Low",
"Nebraska","2024-03-16","All Results","9.393221183464444","3.146954807263977","4.705574303649894","Moderate",
"Nebraska","2024-09-21","All Results","5.431971067024698","1.1277795181213868","1.1048076180247608","Low",
"Nebraska","2024-11-30","All Results","5.203465272294213","2.478119700017096","1.5963094208984185","Low",
"Nebraska","2024-12-28","All Results","5.480374125975495","6.471747131416667","2.7837851089382326","Low",
"Nebraska","2024-12-21","1 Year","5.365830823068196","6.456566512174676","5.133127810326975","Low",
"Nebraska","2023-08-12","All Results","1.6925170521652204","1.4537640635832405","1.3993261663698415","Minimal",
"Nebraska","2024-10-26","1 Year","5.1340397379890135","1.1430410765010333","1.0642499648809962","Low",
"Nebraska","2023-12-16","All Results","5.939703178393276","11.753298534020022","10.77107413251128","Low",
"Nebraska","2024-04-06","All Results","5.930461601764603","2.135933317118989","3.8519706627018344","Low",
"Nebraska","2024-04-13","1 Year","5.9103090056063925","1.8944334461402075","3.4179976709209585","Low",
"Nebraska","2024-10-12","1 Year","5.259484861839954","1.1542211171229773","1.1011032708245587","Low",
"Nebraska","2025-01-25","45 Days","11.814152632658846","8.405897624569947","7.112978965441161","Moderate",
"Nebraska","2024-07-06","All Results","6.134007710421244","1.207804023666502","1.4224337053132494","Low",
"Nebraska","2024-03-09","1 Year","8.447813542438151","3.7738027810447625","4.633870352215409","Moderate",
"Nebraska","2025-01-25","6 Months","11.814152632658846","8.405897624569947","7.112978965441161","Moderate",
"Nebraska","2024-06-22","1 Year","5.639590063409544","1.2143114686462066","1.3793337918689534","Low",
"Nebraska","2024-09-07","1 Year","5.400518980085135","1.200549473508577","1.2076750226900754","Low",
"Nebraska","2024-04-20","All Results","5.751322860989232","1.5652121545677726","2.373991878391307","Low",
"Nebraska","2024-07-06","1 Year","6.134007710421244","1.207804023666502","1.4224337053132494","Low",
"Nebraska","2024-07-20","All Results","5.734682355325726","1.246469827075243","2.2076339369289917","Low",
"Nebraska","2023-10-14","All Results","1.1268926440382583","1.6920754581433062","1.2780421557230743","Minimal",
"Nebraska","2024-08-31","All Results","5.627755289938323","1.223386760856302","1.3287707930014014","Low",
"Nebraska","2025-01-18","All Results","11.3252569126382","8.984588455957956","6.98750641026157","Moderate",
"Nebraska","2024-06-29","1 Year","5.938765080310214","1.2772811286547057","1.6176320876143622","Low",
"Nebraska","2024-08-31","1 Year","5.627755289938323","1.223386760856302","1.3287707930014014","Low",
"Nebraska","2024-10-12","6 Months","5.259484861839954","1.1542211171229773","1.1011032708245587","Low",
"Nebraska","2023-10-28","All Results","1.0484600402137398","2.498974325870483","1.911569817366281","Minimal",
"Nebraska","2025-01-18","6 Months","11.3252569126382","8.984588455957956","6.98750641026157","Moderate",
"Nebraska","2024-12-28","1 Year","5.480374125975495","6.471747131416667","2.7837851089382326","Low",
"Nebraska","2025-02-01","All Results","15.708043283394378","8.267475906966219","6.232656693597956","High",
"Nebraska","2023-10-07","All Results","1.0529468902427312","1.8071145795982382","1.385420224845515","Minimal",
"Nebraska","2024-10-19","1 Year","5.28461385430867","1.2548092298909328","1.1768399037637718","Low",
"Nebraska","2024-05-04","All Results","6.157877970755445","1.4616134182268445","2.2960551998431393","Low",
"Nebraska","2023-11-25","All Results","1.0069320633116354","8.356403297506384","5.7550637573484345","Minimal",
"Nebraska","2024-06-01","1 Year","5.40949797780906","1.2894717665960558","1.7764922537961314","Low",
"Nebraska","2024-03-16","1 Year","9.393221183464444","3.146954807263977","4.705574303649894","Moderate",
"Nebraska","2024-11-23","6 Months","5.494612960611763","2.3428102320469266","1.6749799076808276","Low",
"Nebraska","2024-04-20","1 Year","5.751322860989232","1.5652121545677726","2.373991878391307","Low",
"Nebraska","2024-10-05","1 Year","5.214455668388837","1.2359243011851502","1.3451871437274798","Low",
"Nebraska","2024-09-28","All Results","5.4053653152464936","1.2074778058326354","1.1885412273884093","Low",
"Nebraska","2024-10-05","6 Months","5.214455668388837","1.2359243011851502","1.3451871437274798","Low",
"Nebraska","2024-09-07","6 Months","5.400518980085135","1.200549473508577","1.2076750226900754","Low",
"Nebraska","2024-12-21","All Results","5.365830823068196","6.456566512174676","5.133127810326975","Low",
"Nebraska","2024-03-23","All Results","8.581005571227658","2.505778880814403","4.335665750296272","Moderate",
"Nebraska","2025-02-01","6 Months","15.708043283394378","8.267475906966219","6.232656693597956","High",
"Nebraska","2024-10-12","All Results","5.259484861839954","1.1542211171229773","1.1011032708245587","Low",
"Nebraska","2024-08-17","6 Months","5.4887126994818","1.2125270826227872","1.3686580130707373","Low",
"Nebraska","2024-08-10","All Results","5.4522750443803725","1.242919949297956","1.3904524906329354","Low",
"Nebraska","2024-09-21","1 Year","5.431971067024698","1.1277795181213868","1.1048076180247608","Low",
"Nebraska","2023-12-02","All Results","1.0342111565660952","11.029971455205702","11.002284122285676","Minimal",
"Nebraska","2024-11-23","1 Year","5.494612960611763","2.3428102320469266","1.6749799076808276","Low",
"Nebraska","2023-12-30","All Results","15.415716729115083","13.206538268840948","11.840087151771726","High",
"Nebraska","2024-06-15","1 Year","5.356522707412394","1.23456863855318","1.487243639501937","Low",
"Nebraska","2024-12-21","6 Months","5.365830823068196","6.456566512174676","5.133127810326975","Low",
"Nebraska","2024-05-25","1 Year","6.2233058140582145","1.3446766387983387","1.6563248195199152","Low",
"Nebraska","2024-02-03","All Results","6.711232321327491","6.868853057067891","7.189578889714162","Low",
"Nebraska","2025-02-01","45 Days","15.708043283394378","8.267475906966219","6.232656693597956","High",
"Nebraska","2024-12-28","6 Months","5.480374125975495","6.471747131416667","2.7837851089382326","Low",
"Nebraska","2024-11-09","All Results","5.395677263725375","1.5231809717753952","1.3421761720586813","Low",
"Nebraska","2025-01-11","1 Year","18.889663150112433","9.907209406863393","7.927303742395626","High",
"Nebraska","2024-03-30","1 Year","9.879987828700198","2.3242541613746592","4.085819657549112","Moderate",
"Nebraska","2024-10-19","6 Months","5.28461385430867","1.2548092298909328","1.1768399037637718","Low",
"Nebraska","2025-01-25","1 Year","11.814152632658846","8.405897624569947","7.112978965441161","Moderate",
"Nebraska","2023-08-19","All Results","1.6029548904669573","1.4869955190100288","1.4565269883231733","Minimal",
"Nebraska","2024-04-13","All Results","5.9103090056063925","1.8944334461402075","3.4179976709209585","Low",
"Nebraska","2024-12-07","All Results","4.305366704298955","4.090956539461703","2.325148520305103","Low",
"Nebraska","2025-01-18","45 Days","11.3252569126382","8.984588455957956","6.98750641026157","Moderate",
"Nebraska","2023-08-05","All Results","1.4254820243192503","1.3535608700342519","1.2477752937977193","Minimal",
"Nebraska","2025-01-04","45 Days","10.99547838102777","10.114488564688504","9.220387645876025","Moderate",
"Nebraska","2024-04-06","1 Year","5.930461601764603","2.135933317118989","3.8519706627018344","Low",
"Nebraska","2024-02-10","1 Year","6.771090434487139","6.450413067500842","6.898218332961408","Low",
"Nebraska","2024-11-16","1 Year","5.440168353914502","1.9018599717541953","1.5537271940447268","Low",
"Nebraska","2024-05-11","1 Year","5.58576622251475","1.4518922057803278","2.1002763391694117","Low",
"Nebraska","2024-10-19","All Results","5.28461385430867","1.2548092298909328","1.1768399037637718","Low",
"Nebraska","2024-08-03","1 Year","5.730021474361421","1.2117774856178687","1.563038455382725","Low",
"Nebraska","2024-11-23","All Results","5.494612960611763","2.3428102320469266","1.6749799076808276","Low",
"Nebraska","2024-12-28","45 Days","5.480374125975495","6.471747131416667","2.7837851089382326","Low",
"Nebraska","2025-01-04","1 Year","10.99547838102777","10.114488564688504","9.220387645876025","Moderate",
"Nebraska","2024-02-17","All Results","7.37759453258292","5.703167230339917","6.238481387511079","Low",
"Nebraska","2024-09-14","1 Year","5.55173123597535","1.1752096114241828","1.198068370321522","Low",
"Nebraska","2025-01-11","6 Months","18.889663150112433","9.907209406863393","7.927303742395626","High",
"Nebraska","2023-11-11","All Results","1.0112029308295574","5.228844851580356","2.896719261347283","Minimal",
"Nebraska","2024-05-25","All Results","6.2233058140582145","1.3446766387983387","1.6563248195199152","Low",
"Nebraska","2024-07-27","All Results","5.836208125523124","1.2356186457814795","1.5378905809638526","Low",
"Nebraska","2024-01-06","All Results","19.634240915480948","14.534456979783815","16.96838828255441","High",
"Nebraska","2023-10-21","All Results","1.1531511097736442","1.9608616073588698","1.6336408898486279","Minimal",
"Nebraska","2024-09-07","All Results","5.400518980085135","1.200549473508577","1.2076750226900754","Low",
"Nebraska","2024-08-24","All Results","5.318413123261469","1.2673298696842639","1.4930875899869722","Low",
"Nebraska","2024-06-01","All Results","5.40949797780906","1.2894717665960558","1.7764922537961314","Low",
"Nebraska","2025-01-04","All Results","10.99547838102777","10.114488564688504","9.220387645876025","Moderate",
"Nebraska","2024-05-18","All Results","5.570538903773977","1.3958032796591708","1.9314006270190065","Low",
"Nebraska","2024-03-02","All Results","9.921520076033229","4.384293955863033","5.945083934332983","Moderate",
"Nebraska","2024-05-18","1 Year","5.570538903773977","1.3958032796591708","1.9314006270190065","Low",
"Nebraska","2024-04-27","All Results","5.287314909798106","1.4494715612057396","1.9286406648867056","Low",
"Nebraska","2025-01-11","All Results","18.889663150112433","9.907209406863393","7.927303742395626","High",
"Nebraska","2024-11-09","6 Months","5.395677263725375","1.5231809717753952","1.3421761720586813","Low",
"Nebraska","2023-09-23","All Results","1.029168183710033","1.6379685705049671","1.2921550795247154","Minimal",
"Nevada","2024-11-02","All Results","2.3562176177634098","1.2608820938434817","1.3507576791110776","Minimal",
"Nevada","2024-03-09","All Results","4.763839198496603","3.7738027810447625","4.367609246937711","Low",
"Nevada","2024-08-17","1 Year","1.3554594406160196","1.2125270826227872","1.084457265624935","Minimal",
"Nevada","2023-04-29","All Results","0.9119660045184791","1.3478873677316359","1.3460887417658323","Minimal",
"Nevada","2024-10-05","1 Year","0.8426194344338318","1.2359243011851502","1.0487252511144496","Minimal",
"Nevada","2024-05-04","1 Year","1.182808107918787","1.4616134182268445","1.4308040248293736","Minimal",
