"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	62	129392	47.9
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	59	133364	44.2
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	70	138484	50.5
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	81	143316	56.5
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	72	147825	48.7
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	72	152280	47.3
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	70	154772	45.2
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	85	156230	54.4
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	89	156635	56.8
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	86	155744	55.2
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	69	155408	44.4
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	72	155613	46.3
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	53	156990	33.8
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	62	158436	39.1
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	48	159109	30.2
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	56	158773	35.3
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	56	157878	35.5
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	46	156315	29.4
	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	57	155902	36.6
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"2020 "	"2020"	12	18291	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13	95691	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14	102216	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	18	108849	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18	113847	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	17	118496	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	25	122166	20.5
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	26	124594	20.9
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	40	127358	31.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	44	129980	33.9
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	38	134043	28.3
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	53	135604	39.1
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	49	137003	35.8
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	43	139648	30.8
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	57	141901	40.2
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	58	144484	40.1
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	43	146354	29.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	39	147883	26.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	34	149439	22.8
	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	41	150270	27.3
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	10	13069	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	11	15858	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	12	17246	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	85186	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	90538	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	20	98179	20.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	16	104216	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	20	110582	18.1
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	18	115640	Unreliable
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	29	119961	24.2
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	25	123725	20.2
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	36	125677	28.6
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	48	128485	37.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	58	131101	44.2
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	56	134656	41.6
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	48	135423	35.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	45	136993	32.8
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	41	139442	29.4
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	48	142508	33.7
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	52	145319	35.8
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	42	148200	28.3
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	45	150356	29.9
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	49	152714	32.1
	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	43	154520	27.8
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	10	80858	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	16	83302	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	18	86920	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	17	93227	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	16	98951	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	17	104601	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	14	109738	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	16	114440	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	19	118375	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	20	120964	16.5
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	16	124758	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	12	129370	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	10	71347	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	13	93284	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	17	103697	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	24	108167	22.2
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	13	111975	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16	114974	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	24	116608	20.6
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	19	119644	Unreliable
	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	22	123883	17.8
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	13	82518	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	16	80901	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	79324	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	78041	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	80853	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	84863	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	14	86971	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	12	87958	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	22	87936	25.0
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	13	86918	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	12	86090	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	13	85580	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	24	85586	28.0
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	29	85136	34.1
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	37	84034	44.0
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	34	83253	40.8
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	18	82481	Unreliable
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	20	80863	24.7
	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	14	79697	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	10	68013	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	10	68365	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	12	69013	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	31	70585	43.9
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	21	71098	29.5
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	33	72412	45.6
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	41	73336	55.9
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	42	75206	55.8
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	41	76804	53.4
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	26	77765	33.4
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	10	77370	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	18	72623	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	71428	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	17	69546	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	13	68239	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	11	67341	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	23	66784	34.4
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	18	66958	Unreliable
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	24	67022	35.8
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	25	67692	36.9
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	27	69419	38.9
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	30	70719	42.4
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	30	72004	41.7
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	71	73203	97.0
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	108	74703	144.6
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	123	76699	160.4
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	103	77957	132.1
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	90	80230	112.2
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	84	82087	102.3
	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	65	83417	77.9
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	12	108823	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13	107498	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	19	103550	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	10	101472	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	15	99225	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16	96420	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	12	92765	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	12	88967	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	13	86121	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	10	82431	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	17	79572	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	14	76869	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	18	74818	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	31	72892	42.5
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	37	71439	51.8
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	30	71016	42.2
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	32	71658	44.7
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	25	72326	34.6
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	28	73354	38.2
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	15	106789	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	13	106704	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	15	106603	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	21	105375	19.9
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	26	103556	25.1
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	27	101429	26.6
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	34	99125	34.3
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	29	96825	30.0
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	24	94043	25.5
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	11	90361	Unreliable
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	21	86653	24.2
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	22	83804	26.3
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	25	80412	31.1
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	23	77596	29.6
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	24	74838	32.1
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	48	73108	65.7
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	73	71581	102.0
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	71	70506	100.7
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	65	70432	92.3
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	82	71558	114.6
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	75	72327	103.7
	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	73	73844	98.9
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	12	96532	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	98459	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	20	106149	18.8
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	23	107897	21.3
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	17	109278	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13	110405	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	14	110662	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	19	109436	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	23	107722	21.4
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	15	105077	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	22	102273	21.5
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	36	99799	36.1
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	26	97145	26.8
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	34	94560	36.0
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	23	91279	25.2
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	26	87783	29.6
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	26	84782	30.7
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	25	97980	25.5
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	13	100365	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	25	102683	24.3
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	21	105171	20.0
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	24	106590	22.5
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	21	107717	19.5
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	25	108310	23.1
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	29	108408	26.8
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	30	106681	28.1
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	17	104906	Unreliable
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	40	102111	39.2
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	47	99427	47.3
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	45	97161	46.3
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	61	94766	64.4
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	67	92194	72.7
	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	70	89023	78.6
