"Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"AHRQ","Oklahoma",2016,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2016,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2016,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2016,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2017,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2017,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2017,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2017,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2018,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2018,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2018,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2018,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2019,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2019,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2019,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2019,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2020,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2020,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2020,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2020,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2021,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2021,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2021,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2021,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2022,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2022,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2022,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2022,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oklahoma",2016,"Q1","IP","All Opioids","Age","1-24 Years",48.2186738569579,150
"AHRQ","Oklahoma",2016,"Q2","IP","All Opioids","Age","1-24 Years",53.8083716917531,200
"AHRQ","Oklahoma",2016,"Q3","IP","All Opioids","Age","1-24 Years",48.479240289607,150
"AHRQ","Oklahoma",2016,"Q4","IP","All Opioids","Age","1-24 Years",47.564809401966,150
"AHRQ","Oklahoma",2017,"Q1","IP","All Opioids","Age","1-24 Years",36.8890137706878,100
"AHRQ","Oklahoma",2017,"Q2","IP","All Opioids","Age","1-24 Years",37.8457939471813,100
"AHRQ","Oklahoma",2017,"Q3","IP","All Opioids","Age","1-24 Years",37.3867272768997,100
"AHRQ","Oklahoma",2017,"Q4","IP","All Opioids","Age","1-24 Years",44.409959693742,150
"AHRQ","Oklahoma",2018,"Q1","IP","All Opioids","Age","1-24 Years",32.7981136059002,100
"AHRQ","Oklahoma",2018,"Q2","IP","All Opioids","Age","1-24 Years",30.8862624079407,100
"AHRQ","Oklahoma",2018,"Q3","IP","All Opioids","Age","1-24 Years",35.2059444303275,100
"AHRQ","Oklahoma",2018,"Q4","IP","All Opioids","Age","1-24 Years",33.9579917843122,100
"AHRQ","Oklahoma",2019,"Q1","IP","All Opioids","Age","1-24 Years",32.7297711393182,100
"AHRQ","Oklahoma",2019,"Q2","IP","All Opioids","Age","1-24 Years",43.7503526924846,150
"AHRQ","Oklahoma",2019,"Q3","IP","All Opioids","Age","1-24 Years",35.9990394709371,100
"AHRQ","Oklahoma",2019,"Q4","IP","All Opioids","Age","1-24 Years",34.536795058465,100
"AHRQ","Oklahoma",2020,"Q1","IP","All Opioids","Age","1-24 Years",27.804668898677,100
"AHRQ","Oklahoma",2020,"Q2","IP","All Opioids","Age","1-24 Years",30.1294890780255,100
"AHRQ","Oklahoma",2020,"Q3","IP","All Opioids","Age","1-24 Years",32.4673234387351,100
"AHRQ","Oklahoma",2020,"Q4","IP","All Opioids","Age","1-24 Years",30.8909732320126,100
"AHRQ","Oklahoma",2021,"Q1","IP","All Opioids","Age","1-24 Years",29.6163439234179,100
"AHRQ","Oklahoma",2021,"Q2","IP","All Opioids","Age","1-24 Years",26.3849660416363,100
"AHRQ","Oklahoma",2021,"Q3","IP","All Opioids","Age","1-24 Years",25.2378958186944,100
"AHRQ","Oklahoma",2021,"Q4","IP","All Opioids","Age","1-24 Years",36.4412746259992,100
"AHRQ","Oklahoma",2022,"Q1","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q2","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q3","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q4","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Oklahoma",2016,"Q1","IP","All Opioids","Age","25-44 Years",237.524816582787,600
"AHRQ","Oklahoma",2016,"Q2","IP","All Opioids","Age","25-44 Years",256.575093854984,650
"AHRQ","Oklahoma",2016,"Q3","IP","All Opioids","Age","25-44 Years",244.90994170206,600
"AHRQ","Oklahoma",2016,"Q4","IP","All Opioids","Age","25-44 Years",245.418018283976,600
"AHRQ","Oklahoma",2017,"Q1","IP","All Opioids","Age","25-44 Years",223.715447671005,550
"AHRQ","Oklahoma",2017,"Q2","IP","All Opioids","Age","25-44 Years",239.111476166714,600
"AHRQ","Oklahoma",2017,"Q3","IP","All Opioids","Age","25-44 Years",268.32145356344,700
"AHRQ","Oklahoma",2017,"Q4","IP","All Opioids","Age","25-44 Years",233.289463987454,600
"AHRQ","Oklahoma",2018,"Q1","IP","All Opioids","Age","25-44 Years",216.326433579404,550
"AHRQ","Oklahoma",2018,"Q2","IP","All Opioids","Age","25-44 Years",221.553889436666,550
"AHRQ","Oklahoma",2018,"Q3","IP","All Opioids","Age","25-44 Years",199.402510803887,500
"AHRQ","Oklahoma",2018,"Q4","IP","All Opioids","Age","25-44 Years",208.303404649905,550
"AHRQ","Oklahoma",2019,"Q1","IP","All Opioids","Age","25-44 Years",224.830449670957,600
"AHRQ","Oklahoma",2019,"Q2","IP","All Opioids","Age","25-44 Years",223.133818768827,550
"AHRQ","Oklahoma",2019,"Q3","IP","All Opioids","Age","25-44 Years",236.871020578591,600
"AHRQ","Oklahoma",2019,"Q4","IP","All Opioids","Age","25-44 Years",226.372678560399,600
"AHRQ","Oklahoma",2020,"Q1","IP","All Opioids","Age","25-44 Years",210.835960575093,550
"AHRQ","Oklahoma",2020,"Q2","IP","All Opioids","Age","25-44 Years",191.94813313794,500
"AHRQ","Oklahoma",2020,"Q3","IP","All Opioids","Age","25-44 Years",229.854311424039,600
"AHRQ","Oklahoma",2020,"Q4","IP","All Opioids","Age","25-44 Years",211.093595671732,550
"AHRQ","Oklahoma",2021,"Q1","IP","All Opioids","Age","25-44 Years",201.437178551537,500
"AHRQ","Oklahoma",2021,"Q2","IP","All Opioids","Age","25-44 Years",240.813785615097,600
"AHRQ","Oklahoma",2021,"Q3","IP","All Opioids","Age","25-44 Years",233.879774811831,600
"AHRQ","Oklahoma",2021,"Q4","IP","All Opioids","Age","25-44 Years",238.670451942812,600
"AHRQ","Oklahoma",2022,"Q1","IP","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q2","IP","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q3","IP","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q4","IP","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Oklahoma",2016,"Q1","IP","All Opioids","Age","45-64 Years",297.076505821909,700
"AHRQ","Oklahoma",2016,"Q2","IP","All Opioids","Age","45-64 Years",305.461913333247,750
"AHRQ","Oklahoma",2016,"Q3","IP","All Opioids","Age","45-64 Years",331.401045174394,800
"AHRQ","Oklahoma",2016,"Q4","IP","All Opioids","Age","45-64 Years",299.91500919434,750
"AHRQ","Oklahoma",2017,"Q1","IP","All Opioids","Age","45-64 Years",323.758735524311,800
"AHRQ","Oklahoma",2017,"Q2","IP","All Opioids","Age","45-64 Years",330.19341454319,800
"AHRQ","Oklahoma",2017,"Q3","IP","All Opioids","Age","45-64 Years",347.103712289434,850
"AHRQ","Oklahoma",2017,"Q4","IP","All Opioids","Age","45-64 Years",348.45066356963,850
"AHRQ","Oklahoma",2018,"Q1","IP","All Opioids","Age","45-64 Years",342.248526609829,800
"AHRQ","Oklahoma",2018,"Q2","IP","All Opioids","Age","45-64 Years",332.879646360762,800
"AHRQ","Oklahoma",2018,"Q3","IP","All Opioids","Age","45-64 Years",307.981885312798,750
"AHRQ","Oklahoma",2018,"Q4","IP","All Opioids","Age","45-64 Years",304.660841748655,750
"AHRQ","Oklahoma",2019,"Q1","IP","All Opioids","Age","45-64 Years",313.111943651647,750
"AHRQ","Oklahoma",2019,"Q2","IP","All Opioids","Age","45-64 Years",352.751380085188,850
"AHRQ","Oklahoma",2019,"Q3","IP","All Opioids","Age","45-64 Years",351.272971141588,850
"AHRQ","Oklahoma",2019,"Q4","IP","All Opioids","Age","45-64 Years",324.857857450628,750
"AHRQ","Oklahoma",2020,"Q1","IP","All Opioids","Age","45-64 Years",332.225325916123,800
"AHRQ","Oklahoma",2020,"Q2","IP","All Opioids","Age","45-64 Years",285.463460221552,650
"AHRQ","Oklahoma",2020,"Q3","IP","All Opioids","Age","45-64 Years",336.464862773111,800
"AHRQ","Oklahoma",2020,"Q4","IP","All Opioids","Age","45-64 Years",291.551448310507,700
"AHRQ","Oklahoma",2021,"Q1","IP","All Opioids","Age","45-64 Years",313.80342926426,750
"AHRQ","Oklahoma",2021,"Q2","IP","All Opioids","Age","45-64 Years",379.350216415815,900
"AHRQ","Oklahoma",2021,"Q3","IP","All Opioids","Age","45-64 Years",316.10418297372,750
"AHRQ","Oklahoma",2021,"Q4","IP","All Opioids","Age","45-64 Years",334.130140723321,800
"AHRQ","Oklahoma",2022,"Q1","IP","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q2","IP","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q3","IP","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Oklahoma",2022,"Q4","IP","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Oklahoma",2016,"Q1","IP","All Opioids","Age","65+ Years",323.465937665835,500
"AHRQ","Oklahoma",2016,"Q2","IP","All Opioids","Age","65+ Years",338.668606133304,500
"AHRQ","Oklahoma",2016,"Q3","IP","All Opioids","Age","65+ Years",353.880309195067,500
"AHRQ","Oklahoma",2016,"Q4","IP","All Opioids","Age","65+ Years",330.329050145823,500
"AHRQ","Oklahoma",2017,"Q1","IP","All Opioids","Age","65+ Years",369.880407738338,550
"AHRQ","Oklahoma",2017,"Q2","IP","All Opioids","Age","65+ Years",372.62955565501,550
"AHRQ","Oklahoma",2017,"Q3","IP","All Opioids","Age","65+ Years",401.517924677472,600
"AHRQ","Oklahoma",2017,"Q4","IP","All Opioids","Age","65+ Years",397.703539625371,600
"AHRQ","Oklahoma",2018,"Q1","IP","All Opioids","Age","65+ Years",410.708801846768,650
"AHRQ","Oklahoma",2018,"Q2","IP","All Opioids","Age","65+ Years",414.994682006576,650
"AHRQ","Oklahoma",2018,"Q3","IP","All Opioids","Age","65+ Years",407.052754767811,650
"AHRQ","Oklahoma",2018,"Q4","IP","All Opioids","Age","65+ Years",393.647795142305,600
"AHRQ","Oklahoma",2019,"Q1","IP","All Opioids","Age","65+ Years",459.971873609788,750
"AHRQ","Oklahoma",2019,"Q2","IP","All Opioids","Age","65+ Years",422.96908826696,650
"AHRQ","Oklahoma",2019,"Q3","IP","All Opioids","Age","65+ Years",442.460649085812,700
"AHRQ","Oklahoma",2019,"Q4","IP","All Opioids","Age","65+ Years",428.765162357511,700
"AHRQ","Oklahoma",2020,"Q1","IP","All Opioids","Age","65+ Years",456.852562889395,750
"AHRQ","Oklahoma",2020,"Q2","IP","All Opioids","Age","65+ Years",375.556704265849,600
"AHRQ","Oklahoma",2020,"Q3","IP","All Opioids","Age","65+ Years",484.162633308496,800
"AHRQ","Oklahoma",2020,"Q4","IP","All Opioids","Age","65+ Years",412.67473645473,650
"AHRQ","Oklahoma",2021,"Q1","IP","All Opioids","Age","65+ Years",457.604527246406,750
"AHRQ","Oklahoma",2021,"Q2","IP","All Opioids","Age","65+ Years",540.795962512115,900
"AHRQ","Oklahoma",2021,"Q3","IP","All Opioids","Age","65+ Years",466.114307029777,750
"AHRQ","Oklahoma",2021,"Q4","IP","All Opioids","Age","65+ Years",435.439451043943,700
"AHRQ","Oklahoma",2022,"Q1","IP","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Oklahoma",2022,"Q2","IP","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Oklahoma",2022,"Q3","IP","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Oklahoma",2022,"Q4","IP","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Oklahoma",2016,"Q1","IP","All Opioids","Sex","Males",159.408020958822,750
"AHRQ","Oklahoma",2016,"Q2","IP","All Opioids","Sex","Males",169.428114829201,800
"AHRQ","Oklahoma",2016,"Q3","IP","All Opioids","Sex","Males",169.462347108462,800
"AHRQ","Oklahoma",2016,"Q4","IP","All Opioids","Sex","Males",154.34305665137,750
"AHRQ","Oklahoma",2017,"Q1","IP","All Opioids","Sex","Males",165.70214279457,800
"AHRQ","Oklahoma",2017,"Q2","IP","All Opioids","Sex","Males",164.233527275275,800
"AHRQ","Oklahoma",2017,"Q3","IP","All Opioids","Sex","Males",192.527998409355,950
"AHRQ","Oklahoma",2017,"Q4","IP","All Opioids","Sex","Males",170.784292179414,850
"AHRQ","Oklahoma",2018,"Q1","IP","All Opioids","Sex","Males",169.00615111189,850
"AHRQ","Oklahoma",2018,"Q2","IP","All Opioids","Sex","Males",161.750877674449,800
"AHRQ","Oklahoma",2018,"Q3","IP","All Opioids","Sex","Males",164.755908101442,800
"AHRQ","Oklahoma",2018,"Q4","IP","All Opioids","Sex","Males",150.498556805015,750
"AHRQ","Oklahoma",2019,"Q1","IP","All Opioids","Sex","Males",179.378873587403,900
"AHRQ","Oklahoma",2019,"Q2","IP","All Opioids","Sex","Males",178.861088902821,900
"AHRQ","Oklahoma",2019,"Q3","IP","All Opioids","Sex","Males",183.32820202311,900
"AHRQ","Oklahoma",2019,"Q4","IP","All Opioids","Sex","Males",172.665693170001,850
"AHRQ","Oklahoma",2020,"Q1","IP","All Opioids","Sex","Males",160.966223826853,800
"AHRQ","Oklahoma",2020,"Q2","IP","All Opioids","Sex","Males",160.251909759534,800
"AHRQ","Oklahoma",2020,"Q3","IP","All Opioids","Sex","Males",177.184395713884,850
"AHRQ","Oklahoma",2020,"Q4","IP","All Opioids","Sex","Males",159.121123440735,800
"AHRQ","Oklahoma",2021,"Q1","IP","All Opioids","Sex","Males",172.054980139281,850
"AHRQ","Oklahoma",2021,"Q2","IP","All Opioids","Sex","Males",203.893460606261,1000
"AHRQ","Oklahoma",2021,"Q3","IP","All Opioids","Sex","Males",186.589994437284,900
"AHRQ","Oklahoma",2021,"Q4","IP","All Opioids","Sex","Males",195.555862997896,950
"AHRQ","Oklahoma",2022,"Q1","IP","All Opioids","Sex","Males",NA,NA
"AHRQ","Oklahoma",2022,"Q2","IP","All Opioids","Sex","Males",NA,NA
"AHRQ","Oklahoma",2022,"Q3","IP","All Opioids","Sex","Males",NA,NA
"AHRQ","Oklahoma",2022,"Q4","IP","All Opioids","Sex","Males",NA,NA
"AHRQ","Oklahoma",2016,"Q1","IP","All Opioids","Sex","Females",238.781422049666,1200
"AHRQ","Oklahoma",2016,"Q2","IP","All Opioids","Sex","Females",250.954585126846,1250
"AHRQ","Oklahoma",2016,"Q3","IP","All Opioids","Sex","Females",259.725147948123,1300
"AHRQ","Oklahoma",2016,"Q4","IP","All Opioids","Sex","Females",250.972627058144,1250
"AHRQ","Oklahoma",2017,"Q1","IP","All Opioids","Sex","Females",245.856161155904,1250
"AHRQ","Oklahoma",2017,"Q2","IP","All Opioids","Sex","Females",259.116137065854,1300
"AHRQ","Oklahoma",2017,"Q3","IP","All Opioids","Sex","Females",262.73498979609,1300
"AHRQ","Oklahoma",2017,"Q4","IP","All Opioids","Sex","Females",270.889180083789,1350
"AHRQ","Oklahoma",2018,"Q1","IP","All Opioids","Sex","Females",257.848954023968,1300
"AHRQ","Oklahoma",2018,"Q2","IP","All Opioids","Sex","Females",262.83029790097,1300
"AHRQ","Oklahoma",2018,"Q3","IP","All Opioids","Sex","Females",238.013727949123,1200
"AHRQ","Oklahoma",2018,"Q4","IP","All Opioids","Sex","Females",249.389414294788,1250
"AHRQ","Oklahoma",2019,"Q1","IP","All Opioids","Sex","Females",255.925537928823,1300
"AHRQ","Oklahoma",2019,"Q2","IP","All Opioids","Sex","Females",268.627072604644,1350
"AHRQ","Oklahoma",2019,"Q3","IP","All Opioids","Sex","Females",271.509366724902,1350
"AHRQ","Oklahoma",2019,"Q4","IP","All Opioids","Sex","Females",259.582235963232,1300
"AHRQ","Oklahoma",2020,"Q1","IP","All Opioids","Sex","Females",272.34151278816,1350
"AHRQ","Oklahoma",2020,"Q2","IP","All Opioids","Sex","Females",216.63594642106,1100
"AHRQ","Oklahoma",2020,"Q3","IP","All Opioids","Sex","Females",279.622596685014,1400
"AHRQ","Oklahoma",2020,"Q4","IP","All Opioids","Sex","Females",242.917289996535,1200
"AHRQ","Oklahoma",2021,"Q1","IP","All Opioids","Sex","Females",251.200619467861,1250
"AHRQ","Oklahoma",2021,"Q2","IP","All Opioids","Sex","Females",296.104498860286,1500
"AHRQ","Oklahoma",2021,"Q3","IP","All Opioids","Sex","Females",255.098301672984,1300
"AHRQ","Oklahoma",2021,"Q4","IP","All Opioids","Sex","Females",254.468189684164,1300
"AHRQ","Oklahoma",2022,"Q1","IP","All Opioids","Sex","Females",NA,NA
"AHRQ","Oklahoma",2022,"Q2","IP","All Opioids","Sex","Females",NA,NA
"AHRQ","Oklahoma",2022,"Q3","IP","All Opioids","Sex","Females",NA,NA
"AHRQ","Oklahoma",2022,"Q4","IP","All Opioids","Sex","Females",NA,NA
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",275.496741396317,2750
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",302.827767328492,3050
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",302.430225133115,3050
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",286.130995122654,2900
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",258.154371922369,2650
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",284.897017633798,2900
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",281.87138983433,2900
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",252.786322600732,2600
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",256.63392220341,2700
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",264.204527077969,2750
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",275.800010493433,2900
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",259.700496329814,2700
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",261.222974361694,2750
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",267.568855174687,2850
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",273.25173351468,2900
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",247.015778511711,2600
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",244.336928900533,2600
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",238.146434732612,2550
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",259.250392123253,2750
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",244.993496463797,2600
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",254.110154787987,2700
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",282.416357840152,3000
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",261.583527803463,2800
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",249.99841136489,2700
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",246.488851963694,2650
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",265.474447271875,2850
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",258.31992777915,2750
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",243.464279648595,2600
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",136.5818790747,400
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",126.178836688175,400
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",135.239551024826,400
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",119.467196438804,350
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",100.681685018015,300
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",119.684519607508,350
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",112.016709159116,350
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",105.682430962619,300
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",103.490746174893,300
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",97.5392016664325,300
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",108.45036659861,350
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",90.9263744348099,300
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",89.6710194474023,250
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",90.6600380442487,300
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",87.0336365224787,250
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",84.3962535975551,250
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",88.8981079519358,250
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",82.313062918459,250
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",91.8613782170003,300
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",85.2763331835236,250
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",87.7928719840196,250
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",101.046313800383,300
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",89.4470155612044,250
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",75.5362755937279,250
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",90.242253230502,250
