"Dataset","Disease","Region","Region Type","Season","Week Observed","Characteristic","Level","WVAL Category","National WVAL","State WVAL","Regional WVAL","Coverage"
"NWSS","RSV","Indiana","State","2022-23",2022-12-03,"Not Stratified","N/A","Moderate",13.39,11.39,14.55,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2022-12-10,"Not Stratified","N/A","Moderate",11.83,10.01,11.3,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2022-12-17,"Not Stratified","N/A","Moderate",11.64,10.02,11.77,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2022-12-24,"Not Stratified","N/A","Moderate",10.31,8.27,9.12,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2022-12-31,"Not Stratified","N/A","Moderate",9.65,9.07,7.99,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-01-07,"Not Stratified","N/A","Low",8.49,7.34,7.23,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-01-14,"Not Stratified","N/A","Low",7.83,7.05,7.05,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-01-21,"Not Stratified","N/A","Low",6.32,6.11,6.2,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-01-28,"Not Stratified","N/A","Low",5.39,7.54,4.37,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-02-04,"Not Stratified","N/A","Low",4.56,7.19,3.91,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-02-11,"Not Stratified","N/A","Low",4.47,6.3,4.11,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-02-18,"Not Stratified","N/A","Low",4.57,6.35,4.6,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-02-25,"Not Stratified","N/A","Low",3.66,5.06,3.37,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-03-04,"Not Stratified","N/A","Minimal",3.22,3.93,3.41,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-03-11,"Not Stratified","N/A","Low",3.03,5.13,3.09,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-03-18,"Not Stratified","N/A","Low",2.57,4.2,2.19,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-03-25,"Not Stratified","N/A","Minimal",2.16,2.22,1.98,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-04-01,"Not Stratified","N/A","Minimal",2.18,1.9,2.22,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-04-08,"Not Stratified","N/A","Minimal",2.03,2.03,2.18,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-04-15,"Not Stratified","N/A","Minimal",1.78,1.88,1.67,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-04-22,"Not Stratified","N/A","Minimal",1.5,1.62,1.68,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-04-29,"Not Stratified","N/A","Minimal",1.35,1.52,1.44,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-05-06,"Not Stratified","N/A","Minimal",1.35,0.99,1.4,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-05-13,"Not Stratified","N/A","Minimal",1.48,1.2,1.48,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-05-20,"Not Stratified","N/A","Minimal",1.46,1.31,1.37,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-05-27,"Not Stratified","N/A","Minimal",1.38,1.38,1.32,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-06-03,"Not Stratified","N/A","Minimal",1.29,1.12,1.18,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-06-10,"Not Stratified","N/A","Minimal",1.46,1.17,1.72,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-06-17,"Not Stratified","N/A","Minimal",1.34,1.07,1.22,"Limited Coverage"
"NWSS","RSV","Indiana","State","2022-23",2023-06-24,"Not Stratified","N/A","Minimal",1.35,1.48,1.29,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-07-01,"Not Stratified","N/A","Minimal",1.35,1.33,1.25,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-07-08,"Not Stratified","N/A","Minimal",1.34,1.08,1.32,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-07-15,"Not Stratified","N/A","Minimal",1.46,1.51,1.42,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-07-22,"Not Stratified","N/A","Minimal",1.47,1.27,1.34,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-07-29,"Not Stratified","N/A","Minimal",1.38,1.3,1.18,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-08-05,"Not Stratified","N/A","Minimal",1.35,1.35,1.25,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-08-12,"Not Stratified","N/A","Minimal",1.45,1.55,1.4,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-08-19,"Not Stratified","N/A","Minimal",1.49,1.41,1.46,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-08-26,"Not Stratified","N/A","Minimal",1.66,1.67,1.52,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-09-02,"Not Stratified","N/A","Minimal",1.4,1.41,1.27,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-09-09,"Not Stratified","N/A","Minimal",1.53,2.36,1.18,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-09-16,"Not Stratified","N/A","Minimal",1.54,1.79,1.31,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-09-23,"Not Stratified","N/A","Minimal",1.64,2.25,1.29,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-09-30,"Not Stratified","N/A","Minimal",2.02,2.95,1.57,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-10-07,"Not Stratified","N/A","Minimal",1.81,3.11,1.39,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-10-14,"Not Stratified","N/A","Minimal",1.69,2.92,1.28,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-10-21,"Not Stratified","N/A","Minimal",1.96,3.25,1.63,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-10-28,"Not Stratified","N/A","Low",2.5,6.5,1.91,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-11-04,"Not Stratified","N/A","Low",3.59,5.14,2.65,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-11-11,"Not Stratified","N/A","Moderate",5.23,8.15,2.9,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-11-18,"Not Stratified","N/A","Moderate",7.56,10.62,4.83,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-11-25,"Not Stratified","N/A","High",8.36,14.79,5.76,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-12-02,"Not Stratified","N/A","High",11.03,16.07,11,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-12-09,"Not Stratified","N/A","High",11.11,17.16,9.59,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-12-16,"Not Stratified","N/A","Moderate",11.75,11.97,10.77,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-12-23,"Not Stratified","N/A","High",11.17,15.41,9.68,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2023-12-30,"Not Stratified","N/A","High",13.21,18.59,11.84,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-01-06,"Not Stratified","N/A","High",14.53,18.2,16.97,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-01-13,"Not Stratified","N/A","High",11.5,12.72,13.1,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-01-20,"Not Stratified","N/A","High",8.58,13.21,8.86,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-01-27,"Not Stratified","N/A","High",7.68,12.05,8.1,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-02-03,"Not Stratified","N/A","Moderate",6.87,9.75,7.19,NA
"NWSS","RSV","Indiana","State","2023-24",2024-02-10,"Not Stratified","N/A","Moderate",6.45,8.44,6.9,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-02-17,"Not Stratified","N/A","Moderate",5.7,8.28,6.24,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-02-24,"Not Stratified","N/A","Low",5,7.66,6.31,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-03-02,"Not Stratified","N/A","Low",4.38,6.44,5.95,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-03-09,"Not Stratified","N/A","Low",3.77,4.47,4.63,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-03-16,"Not Stratified","N/A","Low",3.15,5.44,4.71,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-03-23,"Not Stratified","N/A","Minimal",2.51,1.91,4.34,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-03-30,"Not Stratified","N/A","Minimal",2.32,3.04,4.09,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-04-06,"Not Stratified","N/A","Minimal",2.14,2.72,3.85,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-04-13,"Not Stratified","N/A","Minimal",1.89,2.04,3.42,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-04-20,"Not Stratified","N/A","Minimal",1.57,1.49,2.37,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",1.45,1.38,1.93,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",1.46,2.11,2.3,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",1.45,1.6,2.1,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",1.4,1.55,1.93,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.34,1.64,1.66,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",1.29,1.54,1.78,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-06-08,"Not Stratified","N/A","Minimal",1.34,1.44,1.58,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-06-15,"Not Stratified","N/A","Minimal",1.23,1.47,1.49,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-06-22,"Not Stratified","N/A","Minimal",1.21,1.42,1.38,"Limited Coverage"
"NWSS","RSV","Indiana","State","2023-24",2024-06-29,"Not Stratified","N/A","Minimal",1.28,1.53,1.62,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-07-06,"Not Stratified","N/A","Minimal",1.21,1.4,1.42,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-07-13,"Not Stratified","N/A","Minimal",1.25,1.4,1.64,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-07-20,"Not Stratified","N/A","Minimal",1.25,1.47,2.21,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-07-27,"Not Stratified","N/A","Minimal",1.24,1.25,1.54,NA
"NWSS","RSV","Indiana","State","2024-25",2024-08-03,"Not Stratified","N/A","Minimal",1.21,1.34,1.56,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-08-10,"Not Stratified","N/A","Minimal",1.24,1.32,1.39,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-08-17,"Not Stratified","N/A","Minimal",1.21,1.47,1.37,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-08-24,"Not Stratified","N/A","Minimal",1.27,1.53,1.49,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-08-31,"Not Stratified","N/A","Minimal",1.22,1.66,1.33,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-09-07,"Not Stratified","N/A","Minimal",1.2,1.43,1.21,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-09-14,"Not Stratified","N/A","Minimal",1.18,1.58,1.2,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-09-21,"Not Stratified","N/A","Minimal",1.13,1.53,1.1,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2024-09-28,"Not Stratified","N/A","Minimal",1.21,1.12,1.19,NA
"NWSS","RSV","Indiana","State","2024-25",2024-10-05,"Not Stratified","N/A","Minimal",1.24,1.07,1.35,NA
"NWSS","RSV","Indiana","State","2024-25",2024-10-12,"Not Stratified","N/A","Minimal",1.15,1.03,1.1,NA
"NWSS","RSV","Indiana","State","2024-25",2024-10-19,"Not Stratified","N/A","Minimal",1.25,1.01,1.18,NA
"NWSS","RSV","Indiana","State","2024-25",2024-10-26,"Not Stratified","N/A","Minimal",1.14,1.02,1.06,NA
"NWSS","RSV","Indiana","State","2024-25",2024-11-02,"Not Stratified","N/A","Minimal",1.26,1.01,1.13,NA
"NWSS","RSV","Indiana","State","2024-25",2024-11-09,"Not Stratified","N/A","Minimal",1.52,1.11,1.34,NA
"NWSS","RSV","Indiana","State","2024-25",2024-11-16,"Not Stratified","N/A","Minimal",1.9,1.12,1.55,NA
"NWSS","RSV","Indiana","State","2024-25",2024-11-23,"Not Stratified","N/A","Minimal",2.34,1.12,1.67,NA
"NWSS","RSV","Indiana","State","2024-25",2024-11-30,"Not Stratified","N/A","Minimal",2.48,1.08,1.6,NA
"NWSS","RSV","Indiana","State","2024-25",2024-12-07,"Not Stratified","N/A","Minimal",4.09,1.12,2.33,NA
"NWSS","RSV","Indiana","State","2024-25",2024-12-14,"Not Stratified","N/A","Low",5.41,5.87,3.27,NA
"NWSS","RSV","Indiana","State","2024-25",2024-12-21,"Not Stratified","N/A","Low",6.46,4.9,5.13,NA
"NWSS","RSV","Indiana","State","2024-25",2024-12-28,"Not Stratified","N/A","High",6.47,16.27,2.78,"Limited Coverage"
"NWSS","RSV","Indiana","State","2024-25",2025-01-04,"Not Stratified","N/A","Moderate",10.11,10.19,9.22,NA
"NWSS","RSV","Indiana","State","2024-25",2025-01-11,"Not Stratified","N/A","Moderate",9.91,10.02,7.93,NA
"NWSS","RSV","Indiana","State","2024-25",2025-01-18,"Not Stratified","N/A","Moderate",8.98,8.83,6.99,NA
"NWSS","RSV","Indiana","State","2024-25",2025-01-25,"Not Stratified","N/A","Low",8.41,6.24,7.11,NA
"NWSS","RSV","Indiana","State","2024-25",2025-02-01,"Not Stratified","N/A","Moderate",8.27,8.49,6.23,NA
"NWSS","RSV","Iowa","State","2022-23",2022-12-17,"Not Stratified","N/A","High",11.64,17.8,11.77,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2022-12-24,"Not Stratified","N/A","Very High",10.31,24.41,9.12,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2022-12-31,"Not Stratified","N/A","Very High",9.65,21.11,7.99,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-01-07,"Not Stratified","N/A","High",8.49,17.48,7.23,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-01-14,"Not Stratified","N/A","Moderate",7.83,10.84,7.05,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-01-21,"Not Stratified","N/A","Moderate",6.32,11.99,6.2,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-01-28,"Not Stratified","N/A","Moderate",5.39,8.44,4.37,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-02-04,"Not Stratified","N/A","Low",4.56,6.28,3.91,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-02-11,"Not Stratified","N/A","Low",4.47,4.11,4.11,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-02-18,"Not Stratified","N/A","Low",4.57,7.59,4.6,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-02-25,"Not Stratified","N/A","Moderate",3.66,9.86,3.37,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-03-04,"Not Stratified","N/A","Low",3.22,4.64,3.41,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-03-11,"Not Stratified","N/A","Minimal",3.03,2.89,3.09,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-03-18,"Not Stratified","N/A","Minimal",2.57,2.49,2.19,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-03-25,"Not Stratified","N/A","Minimal",2.16,1.86,1.98,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-04-01,"Not Stratified","N/A","Minimal",2.18,1.57,2.22,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-04-08,"Not Stratified","N/A","Minimal",2.03,1.3,2.18,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-04-15,"Not Stratified","N/A","Minimal",1.78,1.19,1.67,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-04-22,"Not Stratified","N/A","Minimal",1.5,1.75,1.68,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-04-29,"Not Stratified","N/A","Minimal",1.35,1.47,1.44,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-05-06,"Not Stratified","N/A","Minimal",1.35,1.49,1.4,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-05-13,"Not Stratified","N/A","Minimal",1.48,1.48,1.48,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-05-20,"Not Stratified","N/A","Minimal",1.46,1.49,1.37,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-05-27,"Not Stratified","N/A","Minimal",1.38,1.65,1.32,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-06-03,"Not Stratified","N/A","Minimal",1.29,1.26,1.18,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-06-10,"Not Stratified","N/A","Minimal",1.46,2.84,1.72,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-06-17,"Not Stratified","N/A","Minimal",1.34,1.23,1.22,"Limited Coverage"
"NWSS","RSV","Iowa","State","2022-23",2023-06-24,"Not Stratified","N/A","Minimal",1.35,1.85,1.29,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-07-01,"Not Stratified","N/A","Minimal",1.35,1.6,1.25,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-07-08,"Not Stratified","N/A","Minimal",1.34,1.45,1.32,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-07-15,"Not Stratified","N/A","Minimal",1.46,2.23,1.42,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-07-22,"Not Stratified","N/A","Minimal",1.47,1.67,1.34,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-07-29,"Not Stratified","N/A","Minimal",1.38,1.72,1.18,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-08-05,"Not Stratified","N/A","Minimal",1.35,1.41,1.25,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-08-12,"Not Stratified","N/A","Minimal",1.45,1.37,1.4,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-08-19,"Not Stratified","N/A","Minimal",1.49,1.46,1.46,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-08-26,"Not Stratified","N/A","Minimal",1.66,2.96,1.52,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-09-02,"Not Stratified","N/A","Minimal",1.4,1.55,1.27,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-09-09,"Not Stratified","N/A","Minimal",1.53,1.84,1.18,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-09-16,"Not Stratified","N/A","Minimal",1.54,2.68,1.31,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-09-23,"Not Stratified","N/A","Minimal",1.64,2.9,1.29,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-09-30,"Not Stratified","N/A","Minimal",2.02,3.75,1.57,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-10-07,"Not Stratified","N/A","Low",1.81,5.44,1.39,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-10-14,"Not Stratified","N/A","Low",1.69,4.18,1.28,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-10-21,"Not Stratified","N/A","Minimal",1.96,3.43,1.63,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-10-28,"Not Stratified","N/A","Low",2.5,4.43,1.91,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-11-04,"Not Stratified","N/A","Low",3.59,4.11,2.65,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-11-11,"Not Stratified","N/A","Low",5.23,5.1,2.9,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-11-18,"Not Stratified","N/A","Minimal",7.56,2.48,4.83,"Limited Coverage"
"NWSS","RSV","Iowa","State","2023-24",2023-11-25,"Not Stratified","N/A","Low",8.36,5.12,5.76,NA
"NWSS","RSV","Iowa","State","2023-24",2023-12-02,"Not Stratified","N/A","High",11.03,12.66,11,NA
"NWSS","RSV","Iowa","State","2023-24",2023-12-09,"Not Stratified","N/A","High",11.11,12.96,9.59,NA
"NWSS","RSV","Iowa","State","2023-24",2023-12-16,"Not Stratified","N/A","Moderate",11.75,8.35,10.77,NA
"NWSS","RSV","Iowa","State","2023-24",2023-12-23,"Not Stratified","N/A","Moderate",11.17,9.49,9.68,NA
"NWSS","RSV","Iowa","State","2023-24",2023-12-30,"Not Stratified","N/A","High",13.21,13.65,11.84,NA
"NWSS","RSV","Iowa","State","2023-24",2024-01-06,"Not Stratified","N/A","High",14.53,14.47,16.97,NA
"NWSS","RSV","Iowa","State","2023-24",2024-01-13,"Not Stratified","N/A","High",11.5,13.04,13.1,NA
"NWSS","RSV","Iowa","State","2023-24",2024-01-20,"Not Stratified","N/A","Low",8.58,6.58,8.86,NA
"NWSS","RSV","Iowa","State","2023-24",2024-01-27,"Not Stratified","N/A","Low",7.68,7.43,8.1,NA
"NWSS","RSV","Iowa","State","2023-24",2024-02-03,"Not Stratified","N/A","Moderate",6.87,9.4,7.19,NA
"NWSS","RSV","Iowa","State","2023-24",2024-02-10,"Not Stratified","N/A","Low",6.45,6.62,6.9,NA
"NWSS","RSV","Iowa","State","2023-24",2024-02-17,"Not Stratified","N/A","High",5.7,13.52,6.24,NA
"NWSS","RSV","Iowa","State","2023-24",2024-02-24,"Not Stratified","N/A","Low",5,6.2,6.31,NA
"NWSS","RSV","Iowa","State","2023-24",2024-03-02,"Not Stratified","N/A","Low",4.38,7.6,5.95,NA
"NWSS","RSV","Iowa","State","2023-24",2024-03-09,"Not Stratified","N/A","Low",3.77,4.62,4.63,NA
"NWSS","RSV","Iowa","State","2023-24",2024-03-16,"Not Stratified","N/A","Low",3.15,6.56,4.71,NA
"NWSS","RSV","Iowa","State","2023-24",2024-03-23,"Not Stratified","N/A","Minimal",2.51,3.59,4.34,NA
"NWSS","RSV","Iowa","State","2023-24",2024-03-30,"Not Stratified","N/A","Low",2.32,5.5,4.09,NA
"NWSS","RSV","Iowa","State","2023-24",2024-04-06,"Not Stratified","N/A","Low",2.14,5,3.85,NA
"NWSS","RSV","Iowa","State","2023-24",2024-04-13,"Not Stratified","N/A","Low",1.89,4.29,3.42,NA
"NWSS","RSV","Iowa","State","2023-24",2024-04-20,"Not Stratified","N/A","Minimal",1.57,2.84,2.37,NA
"NWSS","RSV","Iowa","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",1.45,1.76,1.93,NA
"NWSS","RSV","Iowa","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",1.46,1.69,2.3,NA
"NWSS","RSV","Iowa","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",1.45,1.67,2.1,NA
"NWSS","RSV","Iowa","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",1.4,1.9,1.93,NA
"NWSS","RSV","Iowa","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.34,1.48,1.66,NA
"NWSS","RSV","Iowa","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",1.29,1.35,1.78,NA
"NWSS","RSV","Iowa","State","2023-24",2024-06-08,"Not Stratified","N/A","Minimal",1.34,1.63,1.58,NA
"NWSS","RSV","Iowa","State","2023-24",2024-06-15,"Not Stratified","N/A","Minimal",1.23,1.24,1.49,NA
"NWSS","RSV","Iowa","State","2023-24",2024-06-22,"Not Stratified","N/A","Minimal",1.21,1.54,1.38,NA
"NWSS","RSV","Iowa","State","2023-24",2024-06-29,"Not Stratified","N/A","Minimal",1.28,1.7,1.62,NA
"NWSS","RSV","Iowa","State","2024-25",2024-07-06,"Not Stratified","N/A","Minimal",1.21,1.37,1.42,NA
"NWSS","RSV","Iowa","State","2024-25",2024-07-13,"Not Stratified","N/A","Minimal",1.25,1,1.64,NA
"NWSS","RSV","Iowa","State","2024-25",2024-07-20,"Not Stratified","N/A","Minimal",1.25,1.19,2.21,NA
"NWSS","RSV","Iowa","State","2024-25",2024-07-27,"Not Stratified","N/A","Minimal",1.24,1.5,1.54,NA
"NWSS","RSV","Iowa","State","2024-25",2024-08-03,"Not Stratified","N/A","Minimal",1.21,1.45,1.56,NA
"NWSS","RSV","Iowa","State","2024-25",2024-08-10,"Not Stratified","N/A","Minimal",1.24,1.46,1.39,NA
"NWSS","RSV","Iowa","State","2024-25",2024-08-17,"Not Stratified","N/A","Minimal",1.21,1.51,1.37,NA
"NWSS","RSV","Iowa","State","2024-25",2024-08-24,"Not Stratified","N/A","Minimal",1.27,1.57,1.49,NA
"NWSS","RSV","Iowa","State","2024-25",2024-08-31,"Not Stratified","N/A","Minimal",1.22,1.9,1.33,NA
"NWSS","RSV","Iowa","State","2024-25",2024-09-07,"Not Stratified","N/A","Minimal",1.2,1.71,1.21,NA
"NWSS","RSV","Iowa","State","2024-25",2024-09-14,"Not Stratified","N/A","Minimal",1.18,1.52,1.2,NA
"NWSS","RSV","Iowa","State","2024-25",2024-09-21,"Not Stratified","N/A","Minimal",1.13,1.72,1.1,NA
"NWSS","RSV","Iowa","State","2024-25",2024-09-28,"Not Stratified","N/A","Minimal",1.21,1.65,1.19,NA
"NWSS","RSV","Iowa","State","2024-25",2024-10-05,"Not Stratified","N/A","Minimal",1.24,1.88,1.35,NA
"NWSS","RSV","Iowa","State","2024-25",2024-10-12,"Not Stratified","N/A","Minimal",1.15,1.74,1.1,NA
"NWSS","RSV","Iowa","State","2024-25",2024-10-19,"Not Stratified","N/A","Minimal",1.25,1.82,1.18,NA
"NWSS","RSV","Iowa","State","2024-25",2024-10-26,"Not Stratified","N/A","Minimal",1.14,1.77,1.06,NA
"NWSS","RSV","Iowa","State","2024-25",2024-11-02,"Not Stratified","N/A","Minimal",1.26,1.44,1.13,NA
"NWSS","RSV","Iowa","State","2024-25",2024-11-09,"Not Stratified","N/A","Minimal",1.52,1.8,1.34,NA
