"","Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"15618","AHRQ","Rhode Island",2021,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",137.531817062156,50
"15619","AHRQ","Rhode Island",2021,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",110.846539124723,50
"15620","AHRQ","Rhode Island",2021,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",96.4775433122588,50
"15621","AHRQ","Rhode Island",2022,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",69.6567470299137,50
"15622","AHRQ","Rhode Island",2022,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",83.2011145079525,50
"15623","AHRQ","Rhode Island",2022,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",87.0709337873921,50
"15624","AHRQ","Rhode Island",2022,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",81.2662048682326,50
"15625","AHRQ","Rhode Island",2016,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",490.235301235151,650
"15626","AHRQ","Rhode Island",2016,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",608.110349780546,800
"15627","AHRQ","Rhode Island",2016,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",615.916644386201,800
"15628","AHRQ","Rhode Island",2016,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",560.491952686048,700
"15629","AHRQ","Rhode Island",2017,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",508.938574699206,650
"15630","AHRQ","Rhode Island",2017,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",594.670953285596,750
"15631","AHRQ","Rhode Island",2017,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",660.918700375079,850
"15632","AHRQ","Rhode Island",2017,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",611.817429002874,800
"15633","AHRQ","Rhode Island",2018,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",632.36759798464,800
"15634","AHRQ","Rhode Island",2018,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",697.94882537893,900
"15635","AHRQ","Rhode Island",2018,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",678.581089986054,850
"15636","AHRQ","Rhode Island",2018,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",706.193045318592,900
"15637","AHRQ","Rhode Island",2019,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",527.747425197033,700
"15638","AHRQ","Rhode Island",2019,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",550.996210448004,700
"15639","AHRQ","Rhode Island",2019,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",600.593618983408,800
"15640","AHRQ","Rhode Island",2019,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",553.321088973101,700
"15641","AHRQ","Rhode Island",2020,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",494.568302526498,650
"15642","AHRQ","Rhode Island",2020,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",498.456418112398,650
"15643","AHRQ","Rhode Island",2020,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",611.989393220682,800
"15644","AHRQ","Rhode Island",2020,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",451.799031081596,600
"15645","AHRQ","Rhode Island",2021,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",516.970105641717,650
"15646","AHRQ","Rhode Island",2021,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",618.5039644709,800
"15647","AHRQ","Rhode Island",2021,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",573.550042241186,750
"15648","AHRQ","Rhode Island",2021,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",488.292603529658,650
"15649","AHRQ","Rhode Island",2022,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",443.294056084547,600
"15650","AHRQ","Rhode Island",2022,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",494.874646084267,650
"15651","AHRQ","Rhode Island",2022,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",542.717512170963,750
"15652","AHRQ","Rhode Island",2022,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",428.343160432455,550
"15653","AHRQ","Rhode Island",2016,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",278.379157554156,400
"15654","AHRQ","Rhode Island",2016,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",340.812477849943,450
"15655","AHRQ","Rhode Island",2016,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",364.316786667181,500
"15656","AHRQ","Rhode Island",2016,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",326.12228483917,450
"15657","AHRQ","Rhode Island",2017,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",292.050609875787,400
"15658","AHRQ","Rhode Island",2017,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",315.532065946202,450
"15659","AHRQ","Rhode Island",2017,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",369.832933109037,500
"15660","AHRQ","Rhode Island",2017,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",332.409362496813,450
"15661","AHRQ","Rhode Island",2018,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",341.654669372561,450
"15662","AHRQ","Rhode Island",2018,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",432.74837792718,600
"15663","AHRQ","Rhode Island",2018,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",406.413388347414,550
"15664","AHRQ","Rhode Island",2018,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",356.341248592887,500
"15665","AHRQ","Rhode Island",2019,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",297.529079620174,400
"15666","AHRQ","Rhode Island",2019,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",346.628706059957,450
"15667","AHRQ","Rhode Island",2019,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",336.369082624778,450
"15668","AHRQ","Rhode Island",2019,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",296.063419129434,400
"15669","AHRQ","Rhode Island",2020,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",271.632611372131,350
"15670","AHRQ","Rhode Island",2020,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",270.160347895859,350
"15671","AHRQ","Rhode Island",2020,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",311.383725231467,400
"15672","AHRQ","Rhode Island",2020,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",206.853018416176,300
"15673","AHRQ","Rhode Island",2021,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",269.794419592809,350
"15674","AHRQ","Rhode Island",2021,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",299.19980592445,400
"15675","AHRQ","Rhode Island",2021,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",278.616035492301,400
"15676","AHRQ","Rhode Island",2021,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",219.805262829019,300
"15677","AHRQ","Rhode Island",2022,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",231.440807771016,350
"15678","AHRQ","Rhode Island",2022,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",221.501631977168,300
"15679","AHRQ","Rhode Island",2022,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",251.31915935871,350
"15680","AHRQ","Rhode Island",2022,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",210.852515055189,300
"15681","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Total","All Inpatient Stays",425.359606731581,1100
"15682","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Total","All Inpatient Stays",437.091054959943,1150
"15683","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Total","All Inpatient Stays",466.987326251575,1250
"15684","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Total","All Inpatient Stays",445.038165050124,1200
"15685","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Total","All Inpatient Stays",433.888670516736,1150
"15686","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Total","All Inpatient Stays",455.431923321138,1200
"15687","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Total","All Inpatient Stays",481.132645964987,1250
"15688","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Total","All Inpatient Stays",419.904453784053,1100
"15689","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Total","All Inpatient Stays",390.665625395913,1050
"15690","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Total","All Inpatient Stays",429.618732284373,1150
"15691","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Total","All Inpatient Stays",411.465828103343,1100
"15692","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Total","All Inpatient Stays",419.785909186315,1100
"15693","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Total","All Inpatient Stays",418.838307509051,1100
"15694","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Total","All Inpatient Stays",422.981492205634,1100
"15695","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Total","All Inpatient Stays",442.567456225841,1200
"15696","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Total","All Inpatient Stays",436.91765891232,1150
"15697","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Total","All Inpatient Stays",398.574736071864,1050
"15698","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Total","All Inpatient Stays",339.20449549949,900
"15699","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Total","All Inpatient Stays",422.398463180524,1100
"15700","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Total","All Inpatient Stays",353.574362644396,950
"15701","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Total","All Inpatient Stays",347.480951743158,900
"15702","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Total","All Inpatient Stays",381.814031665664,1000
"15703","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Total","All Inpatient Stays",354.272110409148,950
"15704","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Total","All Inpatient Stays",302.961133821668,800
"15705","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Total","All Inpatient Stays",306.23243077909,850
"15706","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Total","All Inpatient Stays",317.884556563788,850
"15707","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Total","All Inpatient Stays",293.852047132849,800
"15708","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Total","All Inpatient Stays",294.944433925164,800
"15709","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"15710","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"15711","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"15712","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"15713","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"15714","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"15715","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"15716","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"15717","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"15718","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"15719","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"15720","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"15721","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"15722","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"15723","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"15724","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"15725","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"15726","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"15727","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"15728","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"15729","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"15730","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"15731","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"15732","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"15733","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"15734","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"15735","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"15736","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"15737","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Age","1-24 Years",98.2023861904489,100
"15738","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Age","1-24 Years",105.854520179315,100
"15739","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Age","1-24 Years",93.1009635312048,50
"15740","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Age","1-24 Years",96.9270305256378,100
"15741","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Age","1-24 Years",79.558067765509,50
"15742","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Age","1-24 Years",75.7084838413715,50
"15743","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Age","1-24 Years",83.4076516896465,50
"15744","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Age","1-24 Years",74.4252891999923,50
"15745","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Age","1-24 Years",77.7947773772787,50
"15746","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Age","1-24 Years",73.9050385084148,50
"15747","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Age","1-24 Years",86.8708347379613,50
"15748","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Age","1-24 Years",73.9050385084148,50
"15749","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Age","1-24 Years",67.7937375534935,50
"15750","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Age","1-24 Years",73.0086404422238,50
"15751","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Age","1-24 Years",75.6160918865889,50
"15752","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Age","1-24 Years",87.349623386232,50
"15753","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Age","1-24 Years",56.7574345639577,50
"15754","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Age","1-24 Years",58.0773749026544,50
"15755","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Age","1-24 Years",71.2767782896213,50
"15756","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Age","1-24 Years",39.5982101609007,50
"15757","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Age","1-24 Years",42.6229071486607,50
"15758","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Age","1-24 Years",50.6147022390346,50
"15759","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Age","1-24 Years",42.6229071486607,50
"15760","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Age","1-24 Years",46.6188046938477,50
"15761","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Age","1-24 Years",40.2016566973042,50
"15762","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Age","1-24 Years",58.357243592861,50
"15763","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Age","1-24 Years",40.2016566973042,50
"15764","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Age","1-24 Years",NA,NA
"15765","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Age","25-44 Years",679.202279202279,450
"15766","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Age","25-44 Years",682.241215574549,450
"15767","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Age","25-44 Years",771.889838556505,500
"15768","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Age","25-44 Years",774.928774928775,500
"15769","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Age","25-44 Years",712.956054474063,450
"15770","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Age","25-44 Years",720.492587819455,500
"15771","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Age","25-44 Years",794.350614604294,550
"15772","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Age","25-44 Years",731.043734503003,500
"15773","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Age","25-44 Years",606.937065871404,400
"15774","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Age","25-44 Years",674.374517634894,450
"15775","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Age","25-44 Years",713.338378653799,500
"15776","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Age","25-44 Years",716.335598732176,500
"15777","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Age","25-44 Years",673.695457007397,450
"15778","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Age","25-44 Years",701.889760274227,450
"15779","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Age","25-44 Years",684.082831895177,450
"15780","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Age","25-44 Years",685.566742593431,450
"15781","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Age","25-44 Years",697.804208262031,450
"15782","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Age","25-44 Years",572.140314825013,400
"15783","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Age","25-44 Years",712.58819572521,500
"15784","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Age","25-44 Years",613.535479721913,400
"15785","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Age","25-44 Years",616.614915929463,400
"15786","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Age","25-44 Years",622.473489952546,450
"15787","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Age","25-44 Years",654.695647079501,450
"15788","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Age","25-44 Years",473.079852363935,300
"15789","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Age","25-44 Years",514.758996009566,350
"15790","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Age","25-44 Years",516.161609077712,350
"15791","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Age","25-44 Years",488.109347714793,350
"15792","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Age","25-44 Years",486.706734646647,350
"15793","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Age","45-64 Years",588.344940945215,450
"15794","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Age","45-64 Years",615.457611034857,450
"15795","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Age","45-64 Years",666.971684205175,500
"15796","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Age","45-64 Years",581.566773422805,450
"15797","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Age","45-64 Years",597.059787954968,450
"15798","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Age","45-64 Years",666.739534375342,500
"15799","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Age","45-64 Years",665.373264837687,500
"15800","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Age","45-64 Years",576.565744890152,400
"15801","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Age","45-64 Years",570.180131362323,400
"15802","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Age","45-64 Years",628.164551500865,450
"15803","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Age","45-64 Years",528.762688406222,400
"15804","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Age","45-64 Years",581.224782817284,400
"15805","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Age","45-64 Years",584.35091591107,400
"15806","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Age","45-64 Years",613.499061360316,450
"15807","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Age","45-64 Years",673.183359184962,500
"15808","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Age","45-64 Years",637.095179104944,450
"15809","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Age","45-64 Years",585.147820324369,400
"15810","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Age","45-64 Years",490.678172223808,350
"15811","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Age","45-64 Years",606.297741540913,450
"15812","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Age","45-64 Years",482.218203737191,350
"15813","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Age","45-64 Years",461.093460371223,300
"15814","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Age","45-64 Years",560.712417858833,400
"15815","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Age","45-64 Years",434.054029053157,300
"15816","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Age","45-64 Years",438.323412945484,300
"15817","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Age","45-64 Years",429.364039367664,300
"15818","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Age","45-64 Years",492.095798366186,350
"15819","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Age","45-64 Years",394.513062146263,300
"15820","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Age","45-64 Years",408.453453034823,300
"15821","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Age","65+ Years",374.271691398066,150
"15822","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Age","65+ Years",383.456272782067,150
"15823","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Age","65+ Years",369.679400706065,150
"15824","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Age","65+ Years",369.679400706065,150
"15825","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Age","65+ Years",394.144144144144,200
"15826","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Age","65+ Years",403.153153153153,200
"15827","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Age","65+ Years",436.936936936937,200
"15828","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Age","65+ Years",328.828828828829,150
"15829","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Age","65+ Years",339.158490524484,150
"15830","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Age","65+ Years",383.205047735456,150
"15831","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Age","65+ Years",354.574785548325,150
"15832","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Age","65+ Years",339.158490524484,150
"15833","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Age","65+ Years",396.759440461957,200
"15834","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Age","65+ Years",325.98613486604,150
"15835","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Age","65+ Years",366.734401724295,150
"15836","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Age","65+ Years",366.734401724295,150
"15837","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Age","65+ Years",257.374464022953,100
"15838","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Age","65+ Years",246.82633025152,100
"15839","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Age","65+ Years",316.444013142975,150
"15840","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Age","65+ Years",312.224759634402,150
"15841","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Age","65+ Years",295.590770999261,150
"15842","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Age","65+ Years",316.11790787421,150
"15843","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Age","65+ Years",316.11790787421,150
"15844","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Age","65+ Years",281.221775186797,150
"15845","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Age","65+ Years",261.212801362176,150
"15846","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Age","65+ Years",205.100421810301,100
"15847","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Age","65+ Years",276.692078479935,150
"15848","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Age","65+ Years",286.366626678534,150
"15849","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Sex","Males",479.306488787234,600
"15850","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Sex","Males",487.112783392889,600
"15851","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Sex","Males",521.460479657772,650
"15852","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Sex","Males",488.67404231402,650
"15853","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Sex","Males",467.631155925764,600
"15854","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Sex","Males",507.379804179454,650
"15855","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Sex","Males",575.965707048565,750
"15856","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Sex","Males",476.983779044279,600
"15857","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Sex","Males",451.491031586827,600
"15858","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Sex","Males",497.497889727799,650
"15859","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Sex","Males",486.581008135026,600
"15860","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Sex","Males",495.938335214546,650
"15861","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Sex","Males",497.524004370772,650
"15862","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Sex","Males",482.024814203458,600
"15863","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Sex","Males",545.571493889444,700
"15864","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Sex","Males",526.197506180302,700
"15865","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Sex","Males",468.129116542377,600
"15866","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Sex","Males",402.808774699254,500
"15867","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Sex","Males",475.127724596997,600
"15868","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Sex","Males",413.695498339775,550
"15869","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Sex","Males",418.536517311135,550
"15870","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Sex","Males",453.414560420397,600
"15871","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Sex","Males",440.238410801342,550
"15872","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Sex","Males",380.558203703273,500
"15873","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Sex","Males",370.782212171898,500
"15874","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Sex","Males",410.402085649943,550
"15875","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Sex","Males",346.113234345945,450
